url;perfume;brand;country;gender;rating_value;rating_count;year;top;middle;base;perfumer1;perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5;popularity_score;longevity_score;sillage_score;perfume_id
https://www.fragrantica.com/perfume/mugler/alien-707.html;alien;mugler;France;women;4.0;29858;2005;jasmine sambac;cashmeran;amber;dominique ropion;laurent bruyere;white floral;amber;floral;;;41.21696632365669;Strong;Moderate;P001
https://www.fragrantica.com/perfume/guerlain/shalimar-eau-de-parfum-53.html;shalimar-eau-de-parfum;guerlain;France;women;4.0;16654;1990;citruses, bergamot, lemon, cedar, mandarin orange;iris, patchouli, vetiver, jasmine, rose;vanilla, incense, leather, opoponax, civet, sandalwood, tonka bean, musk;jacques guerlain;;citrus;amber;woody;vanilla;balsamic;38.88186300251112;Strong;Strong;P002
https://www.fragrantica.com/perfume/zadig-voltaire/this-is-her-39358.html;this-is-her;zadig-voltaire;France;women;4.0;7888;2016;pink pepper, silkwood blossom, jasmine sambac;whipped cream, vanilla, chestnut;sandalwood, cashmere wood;michel almairac;sidonie lancesseur;vanilla;sweet;woody;balsamic;powdery;35.89289865238036;Moderate;Strong;P003
https://www.fragrantica.com/perfume/burberry/london-813.html;london;burberry;UK;women;4.0;7834;2006;honeysuckle, tangerine, rose;jasmine, tiare flower, peony, clementine;musk, sandalwood, patchouli;dominique ropion;jean-marc chaillan;white floral;citrus;fruity;floral;rose;35.865424619160486;Moderate;Strong;P004
https://www.fragrantica.com/perfume/montblanc/individuel-4193.html;individuel;montblanc;France;men;4.0;7462;2003;lavender, cinnamon, pineapple, juniper berries, mint, bergamot, rosemary, cardamom, coriander;orange blossom, violet, geranium, jasmine;raspberry, vanilla, sandalwood, dark chocolate, musk, amber, patchouli, vetiver, oakmoss;pierre bourdon;;sweet;fruity;aromatic;warm spicy;woody;35.67085102852555;Moderate;Moderate;P005
https://www.fragrantica.com/perfume/hugo-boss/deep-red-565.html;deep-red;hugo-boss;Germany;women;4.0;7048;2001;blood orange, black currant, clementine, pear, mandarin orange;ginger, ginger flower, tuberose, freesia, hibiscus seed;vanilla, sandalwood, musk, california cedar;alain astori;beatrice piquet;citrus;fruity;woody;vanilla;powdery;35.442564167095505;Moderate;Strong;P006
https://www.fragrantica.com/perfume/burberry/burberry-women-818.html;burberry-women;burberry;UK;women;4.0;6923;1995;peach, apricot, pear, black currant, green apple;sandalwood, jasmine, moss;vanilla, cedar, musk;michel almairac;;fruity;powdery;woody;vanilla;sweet;35.3709956651844;Strong;Light;P007
https://www.fragrantica.com/perfume/balenciaga/florabotanica-15512.html;florabotanica;balenciaga;Spain;women;4.0;6373;2012;mint;rose, carnation, cannabis;vetiver, amber;jean-christophe hérault;olivier polge;aromatic;green;rose;floral;cannabis;35.039929979909125;Strong;Moderate;P008
https://www.fragrantica.com/perfume/lalique/lalique-le-parfum-1840.html;lalique-le-parfum;lalique;France;women;4.0;5990;2005;west indian bay, pink pepper, bergamot;heliotrope, almond, jasmine;vanilla, tonka bean, sandalwood, patchouli;dominique ropion;;vanilla;aromatic;powdery;sweet;fresh spicy;34.7920544883357;Moderate;Light;P009
https://www.fragrantica.com/perfume/carolina-herrera/very-good-girl-65560.html;very-good-girl;carolina-herrera;USA;women;4.0;5085;2021;litchi, red currant;rose;vanilla, vetiver;unknown;;fruity;rose;fresh;vanilla;tropical;34.13698778392826;Strong;Strong;P010
https://www.fragrantica.com/perfume/yves-saint-laurent/belle-d-opium-9394.html;belle-d-opium;yves-saint-laurent;France;women;4.0;5078;2010;casablanca lily, gardenia, jasmine, mandarin orange;incense, fruity notes, white pepper, tobacco, peach, rose;sandalwood, patchouli, amber, vanilla;alberto morillas;honorine blanc;white floral;fruity;amber;warm spicy;woody;34.13147868320498;Moderate;Very Strong;P011
https://www.fragrantica.com/perfume/burberry/touch-for-men-815.html;touch-for-men;burberry;UK;men;4.0;4274;2000;violet leaf, artemisia, mandarin orange;white pepper, cedar, nutmeg;white musk, tonka bean, vetiver;jean-pierre bethouart;;fresh spicy;ozonic;musky;aquatic;woody;33.442157525483445;Strong;Strong;P012
https://www.fragrantica.com/perfume/by-kilian/moonlight-in-heaven-35973.html;moonlight-in-heaven;by-kilian;France;unisex;4.0;3649;2016;grapefruit, lemon, pink pepper;mango, coconut, rice;vetiver, tonka bean;calice becker;;sweet;citrus;tropical;aromatic;coconut;32.80992978630615;Moderate;Moderate;P013
https://www.fragrantica.com/perfume/the-body-shop/white-musk-2432.html;white-musk;the-body-shop;UK;women;4.0;3508;1981;musk, lily, ylang-ylang, galbanum, basil;musk, lily, jasmine, rose;musk, iris, jasmine, oakmoss, amber, vanilla, rose, vetiver, patchouli, peach;unknown;;musky;powdery;white floral;iris;earthy;32.652345502332864;Strong;Strong;P014
https://www.fragrantica.com/perfume/antonio-puig/quorum-3825.html;quorum;antonio-puig;Spain;men;4.0;2730;1981;artemisia, caraway, lemon, bergamot, grapefruit;pine tree, sandalwood, patchouli, carnation, cyclamen, jasmine;oakmoss, tobacco, leather, amber;unknown;;woody;aromatic;mossy;earthy;tobacco;31.64969248589482;Very Strong;Very Strong;P015
https://www.fragrantica.com/perfume/vilhelm-parfumerie/dear-polly-30928.html;dear-polly;vilhelm-parfumerie;USA;unisex;4.0;2513;2015;bergamot, apple;black tea;black amber, musk, oakmoss;jérôme epinette;;green;citrus;fresh;fresh spicy;amber;31.31852155660077;Strong;Very Strong;P016
https://www.fragrantica.com/perfume/bvlgari/bvlgari-man-9403.html;bvlgari-man;bvlgari;Italy;men;4.0;2319;2010;violet leaf, lotus, bergamot, white pear;vetyver, woodsy notes, cashmere wood, sandalwood, amber, cypriol oil or nagarmotha;white honey, musk, benzoin, tonka bean;alberto morillas;;woody;ozonic;amber;aquatic;aromatic;30.997289858641423;Moderate;Strong;P017
https://www.fragrantica.com/perfume/lorenzo-villoresi/teint-de-neige-5079.html;teint-de-neige;lorenzo-villoresi;Italy;unisex;4.0;2261;2000;powdery notes, rose, ylang-ylang, jasmine;rose, tonka bean, floral notes, jasmine;heliotrope, musk, rose, sugar, jasmine;lorenzo villoresi;;powdery;vanilla;sweet;floral;musky;30.89601862670426;Strong;Moderate;P018
https://www.fragrantica.com/perfume/hugo-boss/boss-in-motion-382.html;boss-in-motion;hugo-boss;Germany;men;4.0;2200;2002;orange, bergamot, violet leaf, basil;pink pepper, cinnamon, nutmeg, cardamom;musk, sandalwood, woodsy notes, vetiver;domitille michalon bertier;;citrus;fresh spicy;warm spicy;woody;aromatic;30.786668326105847;Light;Moderate;P019
https://www.fragrantica.com/perfume/zoologist-perfumes/bee-58140.html;bee;zoologist-perfumes;Canada;unisex;4.0;2186;2019;beeswax, ginger, orange;mimosa, broom, heliotrope, orange blossom;vanilla, benzoin, tonka bean, sandalwood, labdanum, musk;cristiano canali;;vanilla;beeswax;honey;powdery;amber;30.761144082707077;Moderate;Strong;P020
https://www.fragrantica.com/perfume/lancome/idole-l-intense-62333.html;idole-l-intense;lancome;France;women;4.0;2108;2020;bitter orange, mandarin orange;turkish rose, grasse rose, musk, egyptian jasmine, jasmine sambac, jasmine;cashmere wood, patchouli, madagascar vanilla, acácia, sandalwood, cedar;unknown;;woody;rose;musky;citrus;floral;30.615876721915097;Moderate;Very Strong;P021
https://www.fragrantica.com/perfume/givenchy/ange-ou-demon-le-secret-eau-de-toilette-18158.html;ange-ou-demon-le-secret-eau-de-toilette;givenchy;France;women;4.0;1812;2013;candy apple, sugar;tea, jasmine, rose;patchouli, musk;unknown;;sweet;fruity;fresh;green;white floral;30.010952843019403;Moderate;Moderate;P022
https://www.fragrantica.com/perfume/cerruti/1881-men-329.html;1881-men;cerruti;Italy;men;4.0;1796;1990;juniper, cypress, lavender, bergamot, carnation, galbanum, elemi resin;vetiver, ylang-ylang, rose, lily-of-the-valley, cassia;oakmoss, pine tree, cedar, patchouli, musk, pepper, sandalwood;martin gras;;woody;aromatic;fresh spicy;earthy;green;29.97549554713424;Moderate;Moderate;P023
https://www.fragrantica.com/perfume/guerlain/aqua-allegoria-bergamote-calabria-43596.html;aqua-allegoria-bergamote-calabria;guerlain;France;unisex;4.0;1761;2017;calabrian bergamot, petitgrain;ginger, cardamom;white musk, woody notes;delphine jelk;thierry wasser;citrus;warm spicy;aromatic;fresh spicy;woody;29.896819225984498;Strong;Strong;P024
https://www.fragrantica.com/perfume/mugler/aura-mugler-eau-de-parfum-sensuelle-54977.html;aura-mugler-eau-de-parfum-sensuelle;mugler;France;women;4.0;1704;2019;gardenia, cinnamon leaf;green notes;white musk, sandalwood;unknown;;green;white floral;warm spicy;musky;powdery;29.76528155887047;Strong;Very Strong;P025
https://www.fragrantica.com/perfume/lacoste-fragrances/lacoste-pour-homme-670.html;lacoste-pour-homme;lacoste-fragrances;France;men;4.0;1673;2002;plum, apple, grapefruit, bergamot;cinnamon, pink pepper, cardamom, juniper;vanilla, rum, musk, sandalwood, cedar, labdanum;claude dir;;fruity;warm spicy;woody;sweet;vanilla;29.691885004197683;Strong;Strong;P026
https://www.fragrantica.com/perfume/lancome/climat-vintage-6546.html;climat-vintage;lancome;France;women;4.0;1668;1967;narcissus, lily-of-the-valley, violet, jasmine, rose, peach, bergamot;aldehydes, rosemary, tuberose;civet, musk, vetiver, sandalwood, bamboo, amber, tonka bean;gerard goupy;;white floral;fresh;aldehydic;woody;powdery;29.67991969464734;Light;Very Strong;P027
https://www.fragrantica.com/perfume/issey-miyake/l-eau-d-issey-pour-homme-sport-14185.html;l-eau-d-issey-pour-homme-sport;issey-miyake;Japan;men;4.0;1569;2012;grapefruit, bergamot;nutmeg, leather;vetiver, virginia cedar, ambergris;jacques cavallier;;citrus;fresh spicy;woody;aromatic;leather;29.43532359336941;Strong;Moderate;P028
https://www.fragrantica.com/perfume/kenneth-cole/kenneth-cole-black-for-men-1956.html;kenneth-cole-black-for-men;kenneth-cole;USA;men;4.0;1473;2003;mandarin orange, water mint, ginger, basil;lotus, incense, cedar, nutmeg, exotic woods;musk, violet leaf, suede, amber;harry fremont;sabine de tscharner;green;fresh spicy;citrus;aromatic;warm spicy;29.182940290997127;Moderate;Light;P029
https://www.fragrantica.com/perfume/frederic-malle/geranium-pour-monsieur-5911.html;geranium-pour-monsieur;frederic-malle;France;men;4.0;1412;2009;mint, geranium, star anise;clove, cinnamon;musk, sandalwood, incense, styrax, benzoin;dominique ropion;;aromatic;fresh spicy;green;warm spicy;rose;29.01388153073811;Moderate;Moderate;P030
https://www.fragrantica.com/perfume/goldfield-banks-australia/silky-woods-66766.html;silky-woods;goldfield-banks-australia;Australia;unisex;4.0;1299;2021;ceylon cinnamon, saffron;suede, agarwood (oud), madagascar ylang-ylang, jasmine;tahitian vanilla, australian sandalwood, tobacco leaf, musk, olibanum;hamid merati-kashani;;vanilla;powdery;warm spicy;leather;musky;28.680478173798512;Strong;Moderate;P031
https://www.fragrantica.com/perfume/avon/far-away-rebel-50533.html;far-away-rebel;avon;USA;women;4.0;1245;2018;whipped cream, black currant, red fruits, dried plum;orange blossom, madagascar vanilla, jasmine sambac;chocolate, caramel, salt, patchouli, ambertonic;jean-marc chaillan;;sweet;fruity;vanilla;chocolate;lactonic;28.510774797389598;Strong;Strong;P032
https://www.fragrantica.com/perfume/paco-rabanne/invictus-intense-42891.html;invictus-intense;paco-rabanne;Spain;men;4.0;1241;2016;orange blossom, black pepper;whiskey, laurels;amber, ambergris, salt;unknown;;amber;fresh spicy;whiskey;animalic;white floral;28.497913049973697;Strong;Strong;P033
https://www.fragrantica.com/perfume/trussardi/my-land-16027.html;my-land;trussardi;Italy;men;4.0;1223;2012;green mandarin, bergamot;lavender, violet, calone;leather, cashmere wood, tonka bean, vetiver;alexandra kosinski;;citrus;leather;woody;aromatic;lavender;28.43951785228909;Very Strong;Strong;P034
https://www.fragrantica.com/perfume/escada/island-kiss-1355.html;island-kiss;escada;Germany;women;4.0;1169;2004;mango, passionfruit, raspberry, passion flower, orange, magnolia, white flowers;white peach, red berries, hibiscus, rose hip;musk, sandalwood, white woods;philippe romano;;fruity;sweet;tropical;floral;;28.25903611116721;Strong;Strong;P035
https://www.fragrantica.com/perfume/xerjoff/fiore-d-ulivo-6311.html;fiore-d-ulivo;xerjoff;Italy;women;4.0;1143;2009;amalfi lemon, lotus, basil, ambrette (musk mallow);olive blossom, magnolia, jasmine;musk, benzoin, amber;angeline poubeau leporini;;floral;citrus;aromatic;fresh spicy;musky;28.169144687758973;Moderate;Strong;P036
https://www.fragrantica.com/perfume/xerjoff/accento-55156.html;accento;xerjoff;Italy;unisex;4.0;1087;2019;pineapple, hyacinth;iris, jasmine, pink pepper;musk, vetiver, amber, vanilla, patchouli;christian carbonnel;laura santander;musky;powdery;sweet;earthy;fruity;27.96838570966355;Strong;Moderate;P037
https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-intensement-59538.html;mon-paris-intensement;yves-saint-laurent;France;women;4.0;1077;2020;raspberry, black currant, pear, orange, bergamot;may rose, bulgarian rose, peony, datura, freesia;vanilla, patchouli, white musk, benzoin, cashmeran;unknown;;fruity;rose;floral;sweet;vanilla;27.93145100587577;Very Strong;Very Strong;P038
https://www.fragrantica.com/perfume/lanvin/l-homme-sport-5717.html;l-homme-sport;lanvin;France;men;4.0;1048;2009;amalfi lemon, bergamot, pepper, petitgrain;sage, lavender;oakmoss, indonesian patchouli leaf, musk;unknown;;aromatic;citrus;fresh spicy;herbal;lavender;27.82237043358519;Moderate;Strong;P039
https://www.fragrantica.com/perfume/juicy-couture/viva-la-juicy-rose-33567.html;viva-la-juicy-rose;juicy-couture;USA;women;4.0;1011;2015;pear, mandarin orange, jasmine;rose, peony, jasmine sambac;ambroxan, orris, benzoin;unknown;;rose;floral;fresh;fruity;citrus;27.678735399389645;Strong;Moderate;P040
https://www.fragrantica.com/perfume/jean-paul-gaultier/scandal-a-paris-54275.html;scandal-a-paris;jean-paul-gaultier;France;women;4.0;996;2019;pear;jasmine;honey;daphné bugey;;honey;sweet;fruity;white floral;floral;27.619003079847356;Strong;Moderate;P041
https://www.fragrantica.com/perfume/bdk-parfums/tubereuse-imperiale-39474.html;tubereuse-imperiale;bdk-parfums;France;unisex;4.0;980;2016;geranium, rosebay willowherb;indian tuberose, ylang-ylang, jasmine sambac, egyptian jasmine, iris;madagascar vanilla, benzoin, sandalwood, cashmeran, singapore patchouli, incense, cypress;cecile matton;;white floral;tuberose;woody;yellow floral;vanilla;27.55428983826145;Strong;Strong;P042
https://www.fragrantica.com/perfume/narciso-rodriguez/essence-eau-de-musc-11427.html;essence-eau-de-musc;narciso-rodriguez;USA;women;4.0;970;2011;iris, rose;musk;amber;unknown;;powdery;musky;iris;violet;rose;27.5133058731653;Strong;Moderate;P043
https://www.fragrantica.com/perfume/coty/l-aimant-10934.html;l-aimant;coty;USA;women;4.0;961;1927;aldehydes, neroli, peach, bergamot;ylang-ylang, rose, jasmine, geranium, orchid;musk, vanille, sandalwood, tonka bean, vetiver, virginia cedar;vincent roubert;;woody;aldehydic;powdery;sweet;rose;27.476057802662822;Very Strong;Strong;P044
https://www.fragrantica.com/perfume/avon/far-away-royale-63896.html;far-away-royale;avon;USA;women;4.0;954;2020;coriander extract, plum, bergamot;jasmine, orange blossom, tunisian neroli;madagascar vanilla, myrrh, peru balsam;jean-marc chaillan;verônica casanova;amber;vanilla;balsamic;sweet;white floral;27.44684536192292;Moderate;Moderate;P045
https://www.fragrantica.com/perfume/natura/humor-5-26115.html;humor-5;natura;Brazil;women;4.0;942;2009;cherry, raspberry, big strawberry;jasmine, heliotrope, lily-of-the-valley;vanilla, amber, sandalwood;magali lara;;sweet;fruity;cherry;vanilla;powdery;27.39626513053383;Strong;Moderate;P046
https://www.fragrantica.com/perfume/zara/gardenia-68682.html;gardenia;zara;Spain;women;4.0;929;2021;orange blossom;coffee;vanilla;unknown;;vanilla;coffee;white floral;warm spicy;sweet;27.340738344589205;Moderate;Moderate;P047
https://www.fragrantica.com/perfume/fragonard/belle-de-nuit-3365.html;belle-de-nuit;fragonard;France;women;4.0;928;2001;gardenia, ylang-ylang, mirabilis;rose, violet, geranium;dried plum, musk, woody notes;unknown;;rose;powdery;floral;fruity;violet;27.336434955255356;Moderate;Moderate;P048
https://www.fragrantica.com/perfume/iceberg/the-iceberg-fragrance-2633.html;the-iceberg-fragrance;iceberg;Italy;women;4.0;909;2008;coriander, pear, bergamot, red berries;pistachio, almond, violet, mimosa, peony;suede, vanilla, patchouli, musk;natalie gracia-cetto;;powdery;aromatic;sweet;fruity;woody;27.253778398043583;Very Strong;Strong;P049
https://www.fragrantica.com/perfume/givenchy/gentlemen-only-intense-23519.html;gentlemen-only-intense;givenchy;France;men;4.0;903;2014;birch leaf, black pepper, green mandarin, pink pepper, mint, lemon;leather, patchouli, texas cedar, violet leaf, coriander;tonka bean, incense, amber, vanila, sandalwood, vetiver;jean jacques;;amber;leather;smoky;woody;warm spicy;27.227317441568704;Very Strong;Moderate;P050
